Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
Евгений Евгеньев,5.0,"Everything was wonderful. I especially liked Guest Relations, who helped with all my questions. The animators were very cheerful and energetic. The food was top-notch, delicious and varied. The staff was pleasant and helpful. We visited the A la Cart restaurant and really enjoyed the service, the excellent cuisine, the beautiful view, and the cozy atmosphere for an evening dinner with friends. The rooms were cleaned promptly, and everything needed was replaced. The hotel is located in the Konyaalti district. The beach opposite the hotel is beautiful, clean, and has excellent service. It's safe to say it's one of the best on the coast. Thank you all for a wonderful stay; we'll be back. 🙂🥰",a month ago,2026-07-05,,"Dear Guest,

Thank you for your wonderful review and high rating.

We are delighted to learn that you enjoyed the quality of our food, the work of our Guest Relations team, the entertainment programs, the service in the à la carte restaurant, the cleanliness of our rooms, and the atmosphere of our hotel. We are especially pleased that you praised the professionalism and responsiveness of our staff, as well as the comfort and quality of our services.

Thank you for choosing Megasaray Hotels for your vacation. We look forward to welcoming you again and offering you even more wonderful experiences.

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT21aWWVtODRjM1pLYnpSb1NtaFplV1E1Y1VaelNrRRAB
Kürşat Semiz,5.0,,a month ago,2026-07-05,,"Dear Guest,

Thank you for your high rating and valuable review of our hotel.
Your satisfaction is our greatest source of motivation. We would be delighted to welcome you back to Megasaray Hotels.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",Local Guide · 10 reviews · 2 photos,Ci9DQUlRQUNvZENodHljRjlvT2tsT1EycEtiRlJaUlU5aE1qVlhNbmxxTnpobGFtYxAB
Dillon Baz,5.0,The service at this place is exceptional the comfort and quality of stay there only five stars otherwise I would give more,a month ago,2026-07-05,,"Dear Guest,

Thank you for your wonderful review and perfect rating.

We are delighted to hear that you found our service exceptional and enjoyed the comfort and quality of your stay. Your kind words are truly appreciated and serve as a great motivation for our team.

We look forward to welcoming you back to Megasaray Hotels for another outstanding holiday experience.

Kind Regards,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",4 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT25oaVNYSkVkemxyUWxOdWRFSlRjRVU0ZUVRelQxRRAB
sanaz hussein,5.0,good,a month ago,2026-07-05,,"Dear Guest,

Thank you for your high rating and valuable evaluation of our hotel.

Your satisfaction is our greatest motivation. We look forward to welcoming you again at Megasaray Hotels.

Kind Regards,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT205WGQyVjVXbHBXZHpWRGMxWlhTVzFXVFc4NVUzYxAB
Ava Hass,5.0,"Best hotel ever. If you are ever in Antalya , you have to stay in this hotel. The staff is amazing. The rooms are clean and the food variety is great.",a month ago,2026-07-05,,"Dear Guest,

Thank you for your wonderful review and for your kind recommendation.

We are delighted to hear that you enjoyed our hospitality, clean rooms, and the variety of food offered during your stay. Your positive feedback is a great motivation for our entire team.

We look forward to welcoming you back to Megasaray Hotels for another memorable holiday.

Kind Regards,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",9 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT25kYVdIVjRjRnBIZHpSeGFWZGFZV1pDVWpKeVMyYxAB
Robert-Stefan Dumitru,5.0,"We stayed at this hotel and everything was beyond expectations. The room was spotless, clean and spacious, the location excellent, and the service impeccable. The food was varied and delicious.

The daily activities were a big plus: morning yoga sessions, dance classes and evening shows prepared by the entertainment team. Live music always created a pleasant atmosphere, and the entertainment team constantly took care of the well-being of the guests.

During our stay, the entertainment team always had something prepared, so there was no moment of boredom. Regardless of age, each guest found an activity to their liking, all in a relaxed and friendly atmosphere.

The entertainment team encouraged us to participate in physical activities and managed to create a welcoming atmosphere for everyone. I highly recommend this hotel to anyone looking for a successful vacation!",a month ago,2026-07-05,,"Dear Guest,

Thank you for your wonderful review and for sharing such detailed feedback about your stay.
We are delighted to hear that your experience exceeded your expectations and that you enjoyed the comfort of your room, our location, services, and the variety of food offered throughout your stay.
It is especially rewarding to know that the daily activities, evening shows, live music, and entertainment program added so much enjoyment to your holiday. Creating a welcoming atmosphere with engaging activities for guests of all ages is one of our main goals, and we are pleased that this contributed to a memorable experience for you.
Thank you for your recommendation. We look forward to welcoming you back to Megasaray Hotels for another successful and enjoyable holiday.

Kind Regards,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",4 reviews,Ci9DQUlRQUNvZENodHljRjlvT2pJd2VubHVOa0Z3U1hkSWNscHhRMmRQWlZwS1pVRRAB
Murat Sanli,2.0,"Title: Location and View are Great, But Hygiene and Service are a Big Disappointment
My wife and I chose the Megasaray Westbeach hotel on recommendation and because we were curious about the Konyaaltı area. However, as guests who have previously stayed at high-standard facilities such as Akra Hotel and Mirage Park Resort in Antalya, we were unfortunately very disappointed with this hotel.
Positive Aspects:
The hotel's location and the view from our room were really beautiful. I can say that was the only positive aspect of the facility.
Negative Aspects and Problems We Experienced:
Serious Hygiene Problem: The glasses, plates, and serving dishes in the restaurant were extremely stained and dirty. The hygiene standard is unacceptable for a hotel in this segment.
Restaurant Cleanliness: The artificial flowers right next to the dining tables have become a veritable dust den. It's difficult to guess when they were last cleaned; seeing this while eating is truly nauseating. Insufficient Sun Loungers and Capacity: The number of sun loungers on the beach was far too low for the hotel's capacity. Because the hotel was full, it was impossible to find a spot on the beach until the afternoon. We had to wait in line for sun loungers on a holiday we came to relax. In short, the beauty of the location is not enough to compensate for these major shortcomings in management and service quality. It was a holiday we came to with high hopes but left with regret. Unfortunately, I cannot recommend it to guests looking for a certain standard of service and cleanliness.",a month ago,2026-07-05,,"Dear Mr. Murat,
First of all, thank you for sharing your experience with us after your stay.
We are pleased that you were satisfied with our location and the view from your room. However, we are sorry that your holiday did not fully meet your expectations.
We have carefully reviewed your comments regarding hygiene. In our facility, service equipment and restaurant areas are regularly checked and cleaned in accordance with the established hygiene standards. However, we do not disregard the possibility of momentary disruptions, especially during peak periods, and we consider such feedback important for improving our service quality.
Your opinions regarding the decorative elements in the restaurant area and beach use have also been shared with our relevant departments. Especially during the summer season, due to high occupancy rates, there may be congestion in the beach area at certain times. Our team is meticulously maintaining the necessary arrangements so that all our guests can use these areas in the most comfortable way.
Each guest's experience and expectations may differ. We, however, continue our work tirelessly to provide the same care and service standard to all our guests. Your opinions are also valuable feedback for us in this process.
Thank you for your valuable feedback, and we hope to have the opportunity to welcome you again in the future. Sincerely,
Merve Gülseven
Customer Relations Management
Megasaray Hotels",Local Guide · 46 reviews · 27 photos,Ci9DQUlRQUNvZENodHljRjlvT2tOcFJUaEtOMGMzUldVM1MzcHZOR000TjJwMlpIYxAB
Rik Deboer,5.0,Great staff here and a super fun animation team!!,a month ago,2026-07-05,,"Dear Guest,

Thank you for your wonderful review and for giving us a perfect rating.

We are delighted to hear that you enjoyed our service and had a great time with our entertainment team. Your kind words are a great motivation for all of us.

We look forward to welcoming you back to Megasaray Hotels for another memorable holiday.

Kind Regards,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT2pOeFgzRjFkVWhqYkZsR1YxazViRmRrTW00NE9XYxAB
Yasemine Yilmaz,5.0,"The hotel was beautiful, the staff were very attentive, and the service was excellent.

We especially thank Sevil for her friendly demeanor, professionalism, and attentiveness. She made our holiday even more wonderful.",a month ago,2026-07-05,,"Dear Guest,

Thank you for your valuable feedback and high rating.

We are very pleased that you were satisfied with our hotel, the quality of our services, and the hospitality of our team. Providing our guests with an unforgettable holiday experience is our top priority.

We would be delighted to welcome you back to Megasaray Hotels.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tveGNFbHphR0UzTm5wTlIxcFJURUpZVjFFd1VIYxAB
Алексей Носков,5.0,"Great atmosphere, they try to keep track of everything. The drinks and food are good, they tried to order different things at all times, and the drinks in the room were replenished daily.
Every day there's something going on.
Animation, shows, discos, games.
Entertainment team 👍",a month ago,2026-07-05,,"Dear guest,

Thank you for your review and high rating of our hotel.

We are glad you enjoyed the atmosphere, the quality of the food and drinks, and the variety of entertainment options. We are especially pleased to know that the animation program, shows, and evening activities made your stay even more interesting and fulfilling.

We look forward to welcoming you back to Megasaray Hotels.

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",4 reviews,Ci9DQUlRQUNvZENodHljRjlvT21aaFRtbzRkVEJPYzAxTFdVaHBhMVZmTFhVNVMwRRAB
Евгений Маркевич,5.0,"Thank you for a wonderful stay and for your warm hospitality. We loved everything! Special thanks to our maid, Aysha, for her excellent and conscientious work. The room always had fresh sheets and towels, and she even brought robes at our request! She was always welcoming and attentive! THANK YOU for all her hard work! Evgeniy and Svetlana, St. Petersburg, Russia!",a month ago,2026-07-05,,"Dear Guest,

Thank you for your feedback. We are delighted that you had such a pleasant stay and that you were satisfied with the level of service and the work of our team.

We look forward to welcoming you back to our hotel!

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT25JeE5tWXpSQzFtWkRGVFJEQjFTSGcyYVU1d1MzYxAB
dany ghawi ICS BR4,5.0,So i arrived with my family to megasaray and we anjoy with the entertainment withe mini disco and the activities and they are so kind they speack lle the language,a month ago,2026-07-05,,"Dear Guest,

Thank you for your review. We are delighted to hear that you and your family enjoyed your stay, especially the entertainment activities and mini disco. It is wonderful to know that our team’s kindness and multilingual service contributed to your positive holiday experience.

We would be pleased to welcome you again at our hotel.

Best regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT2s1Q2IyMHdhRmcyVVdscWNXRjVMVU5GUjJwbGVFRRAB
Фархад Ахмедов,5.0,"We really enjoyed our stay at the Megasaray Hotel. The staff was very polite and knowledgeable, everyone was welcoming and helpful. I'd like to express my special thanks to Kamila for her help, assistance in challenging situations, and for her high level of professionalism!",a month ago,2026-07-05,,"Dear Guest,

Thank you for your feedback. We are delighted that you had a positive experience and that you highly appreciated the courtesy, responsiveness, and professionalism of our team.

We look forward to welcoming you back to our hotel!

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",1 review · 11 photos,Ci9DQUlRQUNvZENodHljRjlvT2pKdVlrZzVaVlV6VjBzeWNtNTNSMGx4Tld0M1RsRRAB
Metri x,5.0,"What a great hotel!
We'd like to express our deepest gratitude to the Megasaray Hotel's animation team! Especially to our entertainer, Mahabat!! ❤️❤️❤️ She made our vacation truly vibrant and memorable! She energized us from the very morning and throughout the day! We especially enjoyed the water aerobics and many other sports activities. A huge thank you to her! ❤️❤️❤️
I'd also like to highlight the evening show. Every evening we enjoyed a varied program, including exciting dance shows, karaoke, and live music.
We'd like to express our sincere gratitude to each of the entertainers for their hard work, energy, and smiles.",a month ago,2026-07-05,,"Dear Guest,

Thank you for your feedback. We are glad you enjoyed our animation team, sports activities, and evening entertainment. It's great to know you had a wonderful and positive experience.

We look forward to welcoming you back to our hotel!

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",1 review · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2tWck1IUXlNV2xyU0hCQ2FVMTZZalp1ZDJoNmNGRRAB
Rebecca Ozaniec,5.0,"We had the best holiday here!! (It was the second time visiting for some of us and third for others). There’s the best energy and vibe here, and this is very much down to the amazing staff :) :) <3

Whether it’s Uzay bringing you cocktails by the pool (without you even needing to ask - on roller skates!) Makhabat getting you dancing in the pool with some hilariously fun water aerobics and getting you moving on the dance floor; Immanuel lighting up your day with his warmth, energy and Latino dancing all evening; Naz the sweetheart chatting to you on the sun lounger, enabling a soft start to your day with morning yoga, or working you hard in steps aerobics; or Muhammed’s amazing energy, enthusiasm, inspiring stories and awesome dance moves! These guys are the reason you’ll have the best holiday ever!

Not forgetting, Baeddyy, the most upbeat, witty barman ever, who works day and night (on roller skates) but is never too tired to make you smile and bring you a round of fresh drinks! The wonderful barman Baran, who works tirelessly and is so friendly and kind, always brightening your day; Kirrill, the hardworking, solo barman who still remembers your favourite drinks every time; Yusuf, the fabulous Lifeguard who is always keeping your kids safe and happy to help out; and many more!

The food is gorgeous, there’s so much choice (thank you, incredible catering staff and waiters/ waitresses!) There’s some excellent entertainment and music each night (thanks Mehmet and Eyup) and staff will always get everyone up dancing. It’s so fun!!

The beach is also gorgeous, the pools, the hotel itself, the rooms. The reception staff, Guest Relations, photographer, masseuse, cleaning staff, “Bell boys.” Everyone was so welcoming, helpful and accommodating.

The children were so happy and entertained throughout - eating lunch whenever they pleased, ice cream, churros, jacket potatoes, fruit, jumping in the pool, splashing in the waves at the beach, playing in the Fun Zone, dancing at the Mini Disco. It was the most wonderful holiday for us all.

Cannot recommend it enough! Thank you Megasaray!

Love Rebecca, Rabia, Jan, Maisy and Lara, Mira and Bella xxx",a month ago,2026-07-05,,"Dear Guest,

Thank you for your wonderful and detailed feedback. We are delighted to learn that your stay was filled with memorable moments and that you enjoyed our food and beverage offerings, entertainment program, beach and pool areas, as well as the family-friendly atmosphere throughout the resort. It is especially rewarding to know that our team's dedication and hospitality contributed positively to your holiday experience and helped create lasting memories for both adults and children.

We would be pleased to welcome you again at our hotel.

Best regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT21WbVZWVTRaREJEVDFkU1luSk5hWEJVVWtaTGNIYxAB
metas,5.0,,a month ago,2026-07-05,,"Dear Guest,
Your satisfaction is the greatest reward for us. We look forward to welcoming you again soon.

Warm regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",Local Guide · 627 reviews · 264 photos,Ci9DQUlRQUNvZENodHljRjlvT2xCVFlqRTJTbkprZFdGa2RqWm5Xa2gzTkVGSlRWRRAB
Manuela Deboer,5.0,"We are super, really happy. Everything is well organized and neat. Super sweet people from the hotel and the entertainment team. Truly 5 stars.",a month ago,2026-07-05,,"Dear Guest,

Thank you for your kind and detailed feedback. We are delighted to learn that you enjoyed a peaceful and comfortable family holiday and appreciated the atmosphere, organization, and hospitality offered throughout your stay. It is especially rewarding to know that the cleanliness of your room and the attentive service you received contributed positively to your overall experience.

We would be pleased to welcome you again at our hotel.

Best regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT25abFpFWmFUR2hWT1haSFkyeDJNVlZGTVhGU2VtYxAB
RASHID,5.0,"We would like to express our sincere gratitude to MegaSaray for a wonderful, peaceful, and comfortable family vacation. The hotel has a very pleasant atmosphere, everything is well organized, and guests from different nationalities are treated with respect and kindness.

We would especially like to thank a young lady named Tuba, who took care of our room 3004. She is very polite, kind, neat, and pleasant. Our room was always cleaned beautifully — with great attention, care, and responsibility. Whenever we asked her for anything, she responded calmly, kindly, and helped us right away.

She speaks with such warmth and respect, and it is clear that she does her job sincerely and conscientiously. Employees like Tuba make the stay even more enjoyable and leave guests with very good memories.

Many thanks to MegaSaray, and a special thank you to Tuba for her hard work, cleanliness, care, and wonderful attitude toward guests.",a month ago,2026-07-05,,"Dear Guest,

Thank you for your kind and detailed feedback. We are delighted to learn that you enjoyed a peaceful and comfortable family holiday and appreciated the atmosphere, organization, and hospitality offered throughout your stay. It is especially rewarding to know that the cleanliness of your room and the attentive service you received contributed positively to your overall experience.

We would be pleased to welcome you again at our hotel.

Best regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",4 reviews · 12 photos,Ci9DQUlRQUNvZENodHljRjlvT2tkM1kwTlBlRjlQTWxJM2EwZEdia0ZaVFdsMGIzYxAB
Nadin Sineok,5.0,"This is our third time staying at the Megasaray Hotel – our last one was in June 2026! We are very happy! We feel like we're at home! The staff is the hotel's greatest asset! They provide unparalleled service!
The entertainment team is incredibly energetic – I'm doing aqua aerobics during the day, and my husband is doing flex training! I'd especially like to mention Emmanuel, Elina, Mahabat, Naz, and Emirkhan! They always ask how things are going and how we're feeling! Yulia is a wonderful entertainer at the kids' club; my daughter didn't want to leave her.
The kids' disco is fantastic, and the staff is generally very kind and attentive to the children!
This year, the evening shows are a real joy: talented bands, dancers, and performers! The kids love the clowns!
The children's entertainer and sports animators speak excellent Russian. It doesn't matter to us, but our daughter is extremely comfortable!
The food in the restaurant is, as always, excellent! A wide variety: fish, seafood, fruit, appetizers, fresh herbs and vegetables! Special mention to the waiters: Sivil, Abdurakhman, and Zemzem – attentive, smiling, and sincere! They recognized us from last year and set the table with roses and flower-shaped napkins! The bar makes absolutely wow cocktails! Special mention to bartenders Baran, Ali, Semin, and Gul!",a month ago,2026-07-05,,"Dear Guest,

Thank you for such a detailed and warm review, and for choosing us again for your vacation.

We are honored to know that you feel at home with us. We are especially pleased to hear that you highly appreciated the work of our team, the variety of animation programs, evening shows, kids' club, and the quality of our food.

We are truly delighted that our active adult programs, attention to children, and friendly atmosphere made your stay even more comfortable and memorable. Your kind words about the animation team, restaurant, and bar staff are a wonderful inspiration to all our colleagues. We will be sure to pass on your gratitude to the relevant departments.

Thank you for your trust, loyalty, and wonderful recommendations. We look forward to seeing you again and offering you another unforgettable vacation.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT2xOQk9VSjNjVTlGWWxodmFqZFVPV2d6VmxkM2FFRRAB
ABO AA,5.0,"06/2026
The hotel is very well located with its new private beach right across the street.

A big plus for the sea view room; it's magnificent. We never tire of it.

High-quality sun loungers and parasols are plentiful, and Ali at the bar is always smiling.

The entertainment is top-notch.
Sports activities and evening entertainment are of very high quality.
Thank you to Emirhan for his smile and zest for life.

The room and bedding are of high quality.

Thank you to the chambermaid for her kindness and always smiling service.

Thank you to the tireless Abdurahman for his excellent service and constant energy in the restaurant.

A big congratulations to the entire restaurant team. It's beautiful and delicious. Full of color and flavor.

Thank you to Malika Liya Médina and Souleyman, thanks to whom we had an excellent time at the spa.

Just like during our first stay in September 2025, we had a wonderful time and hope to return again.

09/2025
I'm revising my less enthusiastic review, which I wrote a bit too hastily.

The hotel is excellent; everything fully met our expectations, regardless of the service: room service, restaurant, pools, beach, and spa.

A special mention for Derya in the restaurant for her excellent service, always with a smile and perfect English. We regret not being able to thank her in person! As for the food, you'll find everything in terms of taste, color, quantity, and quality!

Another special mention for Abdurahman at the beach, who was always attentive to our well-being. All-inclusive at the beach... AMAZING! The beach is just a 10-minute walk or shuttle ride away. Both options are very convenient!

A quick mention to the gentleman in charge of the parasols and beach cleanliness. Very discreet yet doing a remarkable job.

The spa massage and facial were also excellent; thank you to the ladies and the gentleman who assisted us at the information desk.

And let's not forget Ali in customer service, who did everything he could to get my phone back after I'd left it in a taxi! Thank you again!

A big THANK YOU to everyone!

Overall, the entire team made our stay very enjoyable.

We've only been back for a few days and we're already planning our return trip. I highly recommend this hotel for your holidays in Antalya!",Edited a month ago,2026-07-05,,"Dear Guest,

Thank you very much for your wonderful review and for choosing Megasaray Westbeach Antalya once again.

We are delighted to hear that you enjoyed another memorable stay with us and that you appreciated our seafront location, private beach, comfortable rooms, entertainment program, SPA services, and culinary offerings. It is especially rewarding to know that our team members contributed positively to your holiday experience with their attentive and friendly service.

Your kind words are a great motivation for all of us, and we truly appreciate your continued trust since your first visit in 2025.

We look forward to welcoming you back for another exceptional stay in the future.

Kind Regards
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",Local Guide · 81 reviews · 412 photos,Ci9DQUlRQUNvZENodHljRjlvT2tOblNURkdYM00wWDJGMVJtcHZkV3RETldSWGNXYxAB
Игорь Нечаев,5.0,"Overall, I liked everything. The room was cozy and clean. The staff was friendly and helpful. I'd especially like to mention the waiters, Ismail and Elizaveta. The hookah man is a real gem and knows his stuff. On our last day, we were invited to a Gala dinner at a Mediterranean restaurant. They're true professionals. The food was excellent, and Ali, the waiter, was truly captivating. I almost forgot about the spa salon; the massages were excellent, and the staff was pleasant.",a month ago,2026-07-05,,"Dear Guest,

Thank you for your wonderful review and high rating.

We are delighted to learn that you were satisfied with your stay, the comfort of your room, the quality of service, and the hospitality of our team. We are especially pleased that you praised the restaurant staff and enjoyed your visit to our spa and gala dinner.

Your kind words are the best motivation for our entire team, and we will certainly share them with our colleagues.

We look forward to welcoming you back to Megasaray Hotels and offering you even more wonderful experiences.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT25sR1ZWWmlhREIwTldzdGFreGFhakp3VTJSYU0xRRAB
Jack Mccoy,5.0,"I have been on Holiday here for 5 days and I had so much fun, the activities were really good, the restaurants were really good and we were able to drink all day and eat all day. The lobby bar is really good.

The entertainment team including emmanuel and Emir were really good and the entertainment team were very good at speaking english and also the entertainment show in the evenings was really fun. The entertainment team was really good.

The hotel is also really close to Antalya which is fun.",a month ago,2026-07-05,,"Dear Guest,

Thank you very much for your wonderful review and perfect rating.

We are delighted to hear that you had such an enjoyable holiday and that you were pleased with our restaurants, bars, entertainment program, and all-inclusive services. It is especially rewarding to know that our entertainment team contributed to making your stay even more memorable.

We are also glad that you enjoyed our convenient location and had the opportunity to explore Antalya during your stay.

Thank you for choosing Megasaray Hotels. We look forward to welcoming you back for another fantastic holiday in the future.

Kind Regards
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT25obFNuWnNaRUZhYUZoNVgxbGhaRUZ5U21NdFRuYxAB
eda ozturk,5.0,"The best thing about the hotel for us is that the children can find activities to keep themselves occupied every minute and every hour, allowing us adults to enjoy our vacation 🥰 The mini club staff have a great time with the children. The food and variety are fantastic, the animation team was very friendly and attentive, the activities were great, we participated in darts, thank you to Naza from the animation team for her energy.
The daytime pool entertainment is amazing.
The staff is always smiling and respectful. We were very satisfied, thank you for everything.",a month ago,2026-07-05,,"Dear Guest,

Thank you for your valuable feedback and kind thoughts.

We are extremely pleased that both your children had a wonderful time during your stay and that you were able to enjoy your holiday. We are very grateful that you appreciated the attention our Mini Club team showed to the children, our animation programs, and our daytime activities.

Thank you for your kind words about our variety of food, our friendly service, and our entertainment programs. We will also gladly share the positive feedback you provided about our team member with them.

We would be delighted to welcome you back to Megasaray Hotels.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT25Kc1JsZEVXRFJITlRoemFrNU9XWFZGY25oRllVRRAB
Blue River,5.0,"This is our third visit. We would like to thank everyone from the reception staff upon arrival, to the guest relations and all other staff who looked after us throughout our stay. The drinks are of good quality. The food buffet is quite extensive and the food is delicious. The hotel has its own private beach and beach bar right opposite Konyaaltı beach. We will definitely come again.",Edited a month ago,2026-07-05,,"Dear Guest,

Thank you for your valuable feedback and for choosing us again.

It is a great pleasure for us that you were satisfied with your stay on your third visit. We would also like to thank you for your kind words to our reception team, our guest relations department, and all our colleagues.

We are pleased that you enjoyed the quality of our food and beverages, our rich buffet options, and our beach services. Providing our guests with the same high standards of service on every visit is our top priority.

We look forward to welcoming you again and thank you for your valuable feedback.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",Local Guide · 16 reviews · 1 photo,ChdDSUhNMG9nS0VJQ0FnSURPLWU3VHpBRRAB
Defne Dogan,5.0,"We went there for our friend's wedding and stayed for 4 days. We were very pleased, both with the staff and the food. It's more like a holiday resort than a city hotel. Thank you to everyone who took care of us. I think it deserves more than 5 stars. We would also like to thank Ms. Ayça. It's a place we would definitely come back to.",a month ago,2026-07-05,,"Dear Guest,

Thank you for sharing your review. We are pleased that you were satisfied with our staff and food services during your stay.

We would be delighted to welcome you and your family again.

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",1 review · 5 photos,Ci9DQUlRQUNvZENodHljRjlvT2pCTWRHSTNjRVZCYW1KSVYwdE9hRkZKU1VwUFpIYxAB
Sinan Uyar,5.0,"I thoroughly enjoyed my two-night vacation. The animation, morning activities, evening shows, and interaction with guests were particularly excellent.",a month ago,2026-07-05,,"Dear Guest,

Thank you for sharing your review. We are delighted by your positive feedback regarding our animation team's activities, evening shows, and guest communication.

We would be happy to welcome you and your family again.

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",4 reviews,Ci9DQUlRQUNvZENodHljRjlvT2toRllVOVFha1ZsV1U5bVlWRnROREJyTjNCaVRIYxAB
Derviş Önemli,5.0,The morning activities and the evening live music were wonderful. The animators and waiters were attentive to everyone individually. Emirhan and Emanuel especially did their best to ensure everyone had a good time. Thank you so much! The food was amazing. I will recommend it to everyone.,a month ago,2026-07-05,,"Dear Guest,

Thank you for sharing your review. We are pleased that you were satisfied with our animation team, service team, food, and entertainment programs.

We would be delighted to welcome you and your family again.

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xsVlpITnhPRlJZWDBOMU9VVkpRMjVyTXpSUWJHYxAB
ahmet bastug,5.0,"The hotel was fantastic in every way, especially the animators who were very friendly. The activities were very enjoyable; darts and water polo were great, the food was amazing, and the live music and dance shows were a real treat.",a month ago,2026-07-05,,"Dear Guest,

Thank you for sharing your review. We are pleased that you were satisfied with our animation team, activities, food, and entertainment programs.

We would be delighted to welcome you and your family again.

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT25Wa1pXVndWWGRuTUZvNVIzUklaR296ZDNKdWMyYxAB
Валерия Котанова,5.0,"A wonderful hotel, very convenient location, pharmacy, shops, and a market are all nearby. The food in the restaurant is delicious, though it's a shame you can't fit everything in your stomach. The staff is very helpful and smiling. I'd also like to mention the entertainment team; they're great, with various activities from morning until evening. In the evening, there's a special program with a dance show, karaoke, and live music. They're energetic and fun, and they connect with both children and adults, and their language skills are top-notch.",a month ago,2026-07-05,,"Dear Guest,

Thank you for your review.
We are glad you were satisfied with the hotel's location, food, and the work of our entertainment team.

We look forward to welcoming you back to Megasaray Hotels.

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT2pSV1pYWnhjakJRTlhSa2JHczBSSFZ4Y1hCaE5GRRAB
Зауреш Рухолла,5.0,"Super!
Awesome!
We had a family vacation with our children and grandchildren.
We loved everything: the hotel itself, the location, the rooms, the restaurants, the spa, the entertainment team with their varied evening programs, and the staff were simply amazing, so customer-focused!
Our grandchildren invited us to the evening mini-disco every day, hosted by the entertainers Emanuel and Mahabbat!
Wishing the kids prosperity!
Wishing the Megasaray Westbeach Hotel prosperity!",a month ago,2026-07-05,,"Dear Guest,

Thank you for your feedback.
We are glad you enjoyed your stay, including the animation team, evening programs, and the overall atmosphere of the hotel.

We look forward to welcoming you back to our hotel.

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT21sNU9VSkpOekJuVkhoWE5UZ3dkak5uUkdnNWFYYxAB
Ирина Перепелица,5.0,"Wonderful hotel, great entertainment. Everything was perfect!",a month ago,2026-07-05,,"Dear Guest,

Thank you for your review.
We are glad you were satisfied with the hotel and the entertainment team.

We look forward to seeing you again at Megasaray Hotels.

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2pOaFVrSkhjRlpGVlVwTU1rSTVTbEJmUnpCdGVYYxAB
