Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
zzz Асауленко,5.0,,2 weeks ago,2026-07-21,,"Dear Guest,

Thank you for your high rating and 5 stars for the Rixos Premium Belek.

We are delighted that you had a pleasant stay. We look forward to welcoming you back and providing you with an unforgettable experience.

Sincerely,
Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT21zd1pGbE5WVzVWT1dKaVdVOVNkemhGUkhaVVVHYxAB
Mark Everard,5.0,"Exceptional hotel. 5 stars all day. Spacious, lovely food, perfect",2 weeks ago,2026-07-21,,"Dear Mark Everard,

Thank you very much for your exceptional 5-star review and for sharing your kind feedback.

We are delighted to know that you had such a wonderful stay at Rixos Premium Belek. It is especially rewarding to hear that you enjoyed our spacious facilities, delicious cuisine, and the overall experience. Knowing that you consider our hotel worthy of five stars is a true compliment to our entire team.

Thank you once again for choosing Rixos Premium Belek. We sincerely look forward to welcoming you back for another perfect holiday.

Warm regards,

Rixos Premium Belek Management",Local Guide · 44 reviews · 4 photos,Ci9DQUlRQUNvZENodHljRjlvT2psalRtbE1NRnBrVGtKSGQwaFZWR2gxWkZjNVFtYxAB
Baby Face,5.0,,2 weeks ago,2026-07-21,,"Dear Guest,

Thank you for your 5-star rating and for choosing Rixos Premium Belek.

We truly appreciate your support and are delighted to know you had a positive experience with us. We look forward to welcoming you back for another memorable stay.

Kind regards,
Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT25GSlIwNDNkblZ3UTIxeFdubG5ZekprTkVkWFkyYxAB
Kelly Dawes,5.0,Amazing hotel and amazing staff!!! Especially our what’s app assistant Mediya!! Would highly recommend and can’t wait to book again!!,2 weeks ago,2026-07-21,,"Dear Kelly Dawes,

Thank you very much for your wonderful review and for taking the time to share your experience with us.

We are truly delighted to know that you had such an amazing stay at Rixos Premium Belek and that our team helped make your holiday so memorable. Your special recognition of our Holiday Assistant, Mediya, means a great deal to us, and we will be delighted to share your kind words with her. We are certain she will be thrilled to know she made such a positive impact on your stay.

Your recommendation is one of the greatest compliments we could receive, and we are especially pleased to hear that you are already looking forward to returning.

We sincerely thank you for choosing Rixos Premium Belek and look forward to welcoming you back for another unforgettable holiday.

Warm regards,

Rixos Premium Belek Management",5 reviews,Ci9DQUlRQUNvZENodHljRjlvT2sxdVgxRnZWWEZpTWxkQlFsSjVOV2x0WW5CUlluYxAB
Clare Wilding,5.0,"A fantastic holiday, amazing facilities and food.  Great assistance from our hotel rep xx",2 weeks ago,2026-07-21,,"Dear Clare Wilding,

Thank you for your wonderful 5-star review and for sharing your kind feedback with us.

We are delighted to hear that you had a fantastic holiday at Rixos Premium Belek and that you enjoyed our facilities and culinary offerings. It is also a pleasure to know that our Holiday Assistant provided you with great support throughout your stay, helping to make your experience even more enjoyable.

Your kind words are greatly appreciated and serve as a wonderful motivation for our entire team.

Thank you for choosing Rixos Premium Belek. We look forward to welcoming you back for another unforgettable holiday in the near future.

Warm regards,

Rixos Premium Belek Management",2 reviews · 4 photos,Ci9DQUlRQUNvZENodHljRjlvT21odlNESjFiRVl6VFdkb1VHdzBSRFpNUlhCSFgyYxAB
sufian al.shihabi,5.0,,2 weeks ago,2026-07-21,,"Dear Sufian Al.shihabi,

Thank you for your 5-star rating and for choosing Rixos Premium Belek.

We truly appreciate your support and are delighted to know you had a positive experience with us. We look forward to welcoming you back for another memorable stay.

Kind regards,
Rixos Premium Belek Hotel Management",Local Guide · 6 reviews · 7 photos,Ci9DQUlRQUNvZENodHljRjlvT2xWbk9HeHNNbkYwYkd4Nk1FaEhkMXA1TlRGVFpIYxAB
Aashvi Patel,5.0,great service … 5 star,2 weeks ago,2026-07-21,,"Dear Aashvi Patel,

Thank you for your wonderful 5-star review.

We are delighted to know that you enjoyed our service and that your experience at Rixos Premium Belek met your expectations. Your kind words are truly appreciated and serve as a great motivation for our entire team to continue delivering exceptional hospitality.

Thank you for choosing Rixos Premium Belek. We look forward to welcoming you back for another memorable stay in the near future.

Warm regards,

Rixos Premium Belek Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT21sMlEweDJTM1o2U0VGNlJWSk1TbFJ1VG1wSk1uYxAB
Aaraav Ltd,5.0,Great place to stay and service 5 star!!!,2 weeks ago,2026-07-21,,"Dear Aaraav ,

Thank you very much for your fantastic 5-star review and for your kind words.

We are delighted to hear that you enjoyed your stay at Rixos Premium Belek and found both our service and overall experience worthy of five stars. Your appreciation is a wonderful reward for our team and motivates us to continue providing exceptional hospitality to all our guests.

Thank you for choosing Rixos Premium Belek. We sincerely look forward to welcoming you back for another unforgettable holiday.

Warm regards,

Rixos Premium Belek Management",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2psV01FdHlObU5aUlZSNFlYSlZkQzFUV25ScGVXYxAB
Ellie Topp,5.0,,2 weeks ago,2026-07-21,,"Dear Ellie Topp,

Thank you for your 5-star rating and for choosing Rixos Premium Belek.

We truly appreciate your support and are delighted to know you had a positive experience with us. We look forward to welcoming you back for another memorable stay.

Kind regards,
Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2xaNWNHRnViemd6V1RaRFRscDVkbE5EY2tsclJFRRAB
Ben Jackson,5.0,Shamzing it’s so cool dudes 😎,2 weeks ago,2026-07-21,,"Dear Ben Jackson,

Thank you for your awesome 5-star review!

We are delighted to know that you had such a great time at Rixos Premium Belek. Your enthusiastic feedback truly made us smile, and we're thrilled that you enjoyed your holiday with us.

Thank you for choosing Rixos Premium Belek. We can't wait to welcome you back for another amazing stay filled with unforgettable moments.

Warm regards,

Rixos Premium Belek Management",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xKWlYwNVBObFpDUW5acVVqbExhVU5zWlY4eE4wRRAB
S,5.0,"From the moment the holiday begins, the welcome and meal services are top-notch. I definitely recommend it.",2 weeks ago,2026-07-21,,"Dear Guest,

Thank you for choosing Rixos Premium Belek and for leaving us this valuable 5-star review.

We are extremely pleased that you were satisfied with our welcome, our meals, and the quality of service we provided from the very beginning of your holiday. Providing our guests with a flawless and unforgettable holiday experience at every stage is our top priority.

Your confident recommendation is one of the most valuable compliments we could receive. Your kind comment will be a great source of motivation for our entire team.

We look forward to welcoming you back to Rixos Premium Belek soon.

Sincerely,

Rixos Premium Belek Management",2 reviews · 4 photos,Ci9DQUlRQUNvZENodHljRjlvT2pKRWVsbzNMWGcxUWxCVVMwaDZaamRSZDA5b2RGRRAB
David Senra,5.0,,2 weeks ago,2026-07-21,,"Dear David Senra,

Thank you for your awesome 5-star review!

We are delighted to know that you had such a great time at Rixos Premium Belek. Your enthusiastic feedback truly made us smile, and we're thrilled that you enjoyed your holiday with us.

Thank you for choosing Rixos Premium Belek. We can't wait to welcome you back for another amazing stay filled with unforgettable moments.

Warm regards,

Rixos Premium Belek Management",,Ci9DQUlRQUNvZENodHljRjlvT2tJekxWSXlURXd0V25Oa04zRkxXVko2U1RKT2FWRRAB
FaZe Inceptionz,5.0,,2 weeks ago,2026-07-21,,"Dear Guset,

Thank you for your awesome 5-star review!

We are delighted to know that you had such a great time at Rixos Premium Belek. Your enthusiastic feedback truly made us smile, and we're thrilled that you enjoyed your holiday with us.

Thank you for choosing Rixos Premium Belek. We can't wait to welcome you back for another amazing stay filled with unforgettable moments.

Warm regards,

Rixos Premium Belek Management",,Ci9DQUlRQUNvZENodHljRjlvT21FMVZWazNVSFUxVkVGaVN6UmhTMHBtVlVocFltYxAB
Lucy French,5.0,"Fantastic hotel, staff are brilliant",2 weeks ago,2026-07-21,,"Dear Lucy French,

Thank you very much for your fantastic 5-star review.

We are delighted to hear that you had a wonderful stay at Rixos Premium Belek and that you found both our hotel and our team to be exceptional. Your kind words about our staff are truly appreciated and will be shared with the entire team, as they serve as a great source of motivation.

Thank you for choosing Rixos Premium Belek. We look forward to welcoming you back for another unforgettable holiday.

Warm regards,

Rixos Premium Belek Management",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xrMGFtbG5aMGRJYWtGTE1EaE9XbmN3U1U1c2NsRRAB
Mahfouz Bawyan,1.0,"I have stayed from the 15th of July and staying until the 18th of July, and the customer experience and the reception are really bad, I arrived from my honeymoon and the room ac is not working in the summer time, and they kept pushing me aside everything I go to the reception with very bad attitude, I would recommend the resort at all!",2 weeks ago,2026-07-21,,,Local Guide · 29 reviews · 2 photos,Ci9DQUlRQUNvZENodHljRjlvT2xsbFRIUkVTVzFWVG1ONk1WcG9aRWwzYUdWSGFuYxAB
Nouran Ashraf,5.0,,2 weeks ago,2026-07-21,,"Dear  Nouran Ashraf,

Thank you for your awesome 5-star review!

We are delighted to know that you had such a great time at Rixos Premium Belek. Your enthusiastic feedback truly made us smile, and we're thrilled that you enjoyed your holiday with us.

Thank you for choosing Rixos Premium Belek. We can't wait to welcome you back for another amazing stay filled with unforgettable moments.

Warm regards,

Rixos Premium Belek Management",,Ci9DQUlRQUNvZENodHljRjlvT201WVVqRkhiM05SVWpaTVpqRmZjMmxrZURoaFNIYxAB
Ashley Crasto,5.0,Everything is very beautiful.,2 weeks ago,2026-07-21,,"Dear Ashley Crasto,

Thank you for choosing Rixos Premium Belek and sharing your wonderful 5-star review with us.

Reading your comment, ""Everything was wonderful,"" made us extremely happy. Receiving such kind words as a reward for our efforts to provide our guests with an unforgettable holiday experience is our greatest source of motivation.

We look forward to welcoming you back to Rixos Premium Belek soon.

Sincerely,

Rixos Premium Belek Management",Local Guide · 53 reviews · 16 photos,Ci9DQUlRQUNvZENodHljRjlvT2pNNFRFVklVRU5xYnkxd1QwRnhiVE5zYVVsdlVIYxAB
Sachin Patel,5.0,,2 weeks ago,2026-07-21,,"Dear Sachin Patel,

Thank you for your awesome 5-star review!

We are delighted to know that you had such a great time at Rixos Premium Belek. Your enthusiastic feedback truly made us smile, and we're thrilled that you enjoyed your holiday with us.

Thank you for choosing Rixos Premium Belek. We can't wait to welcome you back for another amazing stay filled with unforgettable moments.

Warm regards,

Rixos Premium Belek Management",,Ci9DQUlRQUNvZENodHljRjlvT2xsVVQxVXpVVlZXYURGTVJVVm9iak5oV1RGSU9HYxAB
Sarah Ratra,5.0,,2 weeks ago,2026-07-21,,"Dear Sarah Ratra,

Thank you for your awesome 5-star review!

We are delighted to know that you had such a great time at Rixos Premium Belek. Your enthusiastic feedback truly made us smile, and we're thrilled that you enjoyed your holiday with us.

Thank you for choosing Rixos Premium Belek. We can't wait to welcome you back for another amazing stay filled with unforgettable moments.

Warm regards,

Rixos Premium Belek Management",,Ci9DQUlRQUNvZENodHljRjlvT214cmEydDBZVzV6UjNOVVRVMU9iekJNWmtOaFZuYxAB
Shreya,5.0,,2 weeks ago,2026-07-21,,"Dear Shreya,

Thank you for your awesome 5-star review!

We are delighted to know that you had such a great time at Rixos Premium Belek. Your enthusiastic feedback truly made us smile, and we're thrilled that you enjoyed your holiday with us.

Thank you for choosing Rixos Premium Belek. We can't wait to welcome you back for another amazing stay filled with unforgettable moments.

Warm regards,

Rixos Premium Belek Management",,Ci9DQUlRQUNvZENodHljRjlvT2tjeFQwVXdkMnQxWW1ZME5GSTBZa3B0Y1VWbmQwRRAB
Shipra Deb,5.0,,2 weeks ago,2026-07-21,,"Dear Shipra Deb,

Thank you for your awesome 5-star review!

We are delighted to know that you had such a great time at Rixos Premium Belek. Your enthusiastic feedback truly made us smile, and we're thrilled that you enjoyed your holiday with us.

Thank you for choosing Rixos Premium Belek. We can't wait to welcome you back for another amazing stay filled with unforgettable moments.

Warm regards,

Rixos Premium Belek Management",4 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT25wMWJqQk5UWGxZWkU1eWJVeHVhSFpLYkdwbldHYxAB
Emel Gürnal,5.0,,2 weeks ago,2026-07-21,,"Dear Guest,

Thank you very much for your valuable feedback and for reviewing us.

We are extremely pleased that you were satisfied with your stay at Rixos Premium Belek. Your appreciation of the care we take to provide you with a comfortable, enjoyable, and unforgettable holiday experience is a great source of motivation for our entire team.

We look forward to welcoming you back to Rixos Premium Belek in the future and providing you with the same high-quality service.

Sincerely,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2t0SVFWZzJibGN3ZGtKZlpXeGxjWHBMVVROMGEwRRAB
özgül erbaş,5.0,"Absolutely amazing, everything is like a dream! I've never seen anything better, I'll definitely be choosing this place frequently.",2 weeks ago,2026-07-21,,"Dear Ms. Özgül Erbaş,

We would like to express our sincere thanks for your valuable and heartfelt comments.

Your wonderful expressions such as ""beyond amazing,"" ""everything was like a dream,"" and ""I've never seen anything better"" have made us extremely happy. The fact that your holiday exceeded your expectations and that you stated you will frequently choose Rixos Premium Belek is our greatest source of motivation.

We will be delighted to welcome you back to Rixos Premium Belek as soon as possible.

Sincerely,
Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xsck1tNDFVakpsTjJSV09IUjRhM0YyZG1SclZXYxAB
R “RFANA”,4.0,"The hotel is really lovely. It has a lot of facilities. Several points could be addressed however namely the booking system for the à la carte restaurants. Almost impossible to book and the application crashes. Raised this with hotel however they have noted it has a been an issue they know of but haven’t solved it. Also had issues with my son who needed medication, concierge were incredible at helping us source medication and deliver it to us although they charged a very high fee for this.",2 weeks ago,2026-07-21,,"Dear Guest,

Thank you for taking the time to share your feedback.

We are delighted to hear that you enjoyed our hotel and its facilities. We also appreciate your comments regarding the à la carte reservation system and apologize for the inconvenience you experienced. Your feedback has been shared with the relevant team as we continuously work to improve our services.

We are pleased that our Concierge team was able to assist you when your son needed medication, and we truly appreciate your kind words about their support.

Thank you once again for choosing Rixos Premium Belek. We hope to welcome you back again soon.

Warm regards,

Rixos Premium Belek Management",Local Guide · 9 reviews · 7 photos,Ci9DQUlRQUNvZENodHljRjlvT2xKak4wWTBhbkZmTm1WV1N6STFiMkpLWTFOblptYxAB
Adrian Flükiger,5.0,"Great for kids and adults. Never gets boring.

Good entertainment and good service.

Many thanks to Aria.",2 weeks ago,2026-07-21,,"Dear Mr. Adrian Flükiger,

Thank you very much for your wonderful five-star review.

We are delighted to know that both you and your family had such an enjoyable stay at Rixos Premium Belek. It is a pleasure to hear that you appreciated our entertainment, service, and the variety of experiences we offer for both children and adults.

Your special thanks to Aria are greatly appreciated. We will be delighted to share your kind words with her, and we are sure she will be pleased to know that she helped make your holiday even more enjoyable.

Thank you once again for your kind feedback. We look forward to welcoming you back to Rixos Premium Belek for another memorable stay.

Kind regards,
Rixos Premium Belek Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT25kek5HZDZMVmxJWDFKQ2RHdFZOVkZpTTB4aVpGRRAB
Andrew Rimmer,5.0,"Absolutely perfect holiday, service immense, highest quality food and cleanliness

We will definitely be returning",2 weeks ago,2026-07-21,,"Dear Mr. Andrew Rimmer,

Thank you very much for your wonderful five-star review.

We are truly delighted to know that you had an absolutely perfect holiday at Rixos Premium Belek. Your kind words about our service, the quality of our cuisine, and the cleanliness of our resort are greatly appreciated and will be shared with our entire team.

Knowing that you plan to return is the greatest compliment we could receive. We sincerely look forward to welcoming you back to Rixos Premium Belek for another exceptional holiday in the near future.

Kind regards,
Rixos Premium Belek Management",4 reviews,Ci9DQUlRQUNvZENodHljRjlvT2t0eGEyOTVZVk5xTW5WMVNFMXdZemR5T0VSVU0xRRAB
Dan Owens,5.0,"Brilliant hotel and staff, always on hand to help, would definitely recommend.",2 weeks ago,2026-07-21,,"Dear Mr. Dan Owens,

Thank you very much for your wonderful five-star review.

We are delighted to hear that you had such a positive experience at Rixos Premium Belek. Your kind words about our hotel and the dedication of our team are truly appreciated. Providing attentive and exceptional service is our greatest priority, and it is rewarding to know that our colleagues were always there to assist you.

Thank you for your recommendation. We look forward to welcoming you back to Rixos Premium Belek for another memorable holiday.

Kind regards,
Rixos Premium Belek Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tWc05IWkpiVGhsVms5T2VHZHBiamRNZVd0dWFVRRAB
Aylin Süzen,5.0,Everything was perfect. Guests were treated individually. A big thank you to Mr. Aria as well. The entire service was wonderful.,2 weeks ago,2026-07-21,,"Dear Aylin Süzen,

Thank you for sharing your valuable feedback with us and for choosing Rixos Premium Belek.

We are very pleased that everything met your expectations and that you were satisfied with the service we provided to our guests. It is a great source of motivation for us that the efforts of our team, who take great care to provide personalized attention to our guests, are appreciated.

We will gladly share your special thanks with Mr. Aria. He will be very happy to receive your kind words.

We look forward to welcoming you back to Rixos Premium Belek soon.

Sincerely,
Rixos Premium Belek Hotel Management",11 reviews · 3 photos,Ci9DQUlRQUNvZENodHljRjlvT2tWV09FSkNXVVZTVVVwdloyNUdOMUZUYVRCRVNXYxAB
Frankie Jones,5.0,"This hotel is absolutely incredible. The food, the staff, the cleanliness is top tier! We have 2 children with us, and the staff go above and beyond 👏🏻 You will not be disappointed. We have been here for 3 days and already want to book for a future holiday. There is so much to do and nowhere feels crowded! Amazing, amazing place.",2 weeks ago,2026-07-21,,"Dear Ms. Frankie Jones,

Thank you very much for your wonderful five-star review.

We are truly delighted to know that you and your family are having such an incredible stay at Rixos Premium Belek. It is especially rewarding to hear your compliments about our food, cleanliness, and the dedication of our team, who always strive to provide exceptional service to every guest.

We are also pleased that you have found plenty of activities to enjoy and that the resort has provided a comfortable and relaxing atmosphere without feeling crowded. Knowing that after just a few days you are already planning to return is the greatest compliment we could receive.

Thank you once again for your kind recommendation. We look forward to welcoming you and your family back to Rixos Premium Belek for another unforgettable holiday.

Kind regards,
Rixos Premium Belek Management",3 reviews · 3 photos,Ci9DQUlRQUNvZENodHljRjlvT2xobFIyTkRhblpKT0ZKR1pqY3lUMm80U1ZGQ2VVRRAB
Razzamataz Leighton Buzzard,5.0,"Absolutely amazing hotel! It is so beautiful, clean, amazing food, one of the best hotels we have ever stayed in. It’s amazing for the kids, so much to do, doesn’t feel too busy and would highly recommend!",2 weeks ago,2026-07-21,,"Dear Valued Guest,

Thank you very much for your wonderful five-star review.

We are thrilled to hear that Rixos Premium Belek is one of the best hotels you have ever stayed in. Your kind words about our beautiful resort, cleanliness, culinary offerings, and family-friendly atmosphere mean a great deal to us.

It is especially rewarding to know that your children had so much to enjoy and that you appreciated the spacious atmosphere of the resort. Providing memorable experiences for guests of all ages is one of our greatest priorities.

Thank you for your recommendation. We look forward to welcoming you and your family back to Rixos Premium Belek for another unforgettable holiday.

Kind regards,
Rixos Premium Belek Management",5 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT25SeExXdGZOMjl5Wld0cU1VOVlTbTlaWms1dWVrRRAB
Sem Cayhan,5.0,"We stayed for 3 days for a business meeting; it's a fantastic hotel for those seeking a nature-focused luxury vacation.

The hotel is located within the Olympos Beydağları National Park, surrounded by beautiful pine trees. Behind it are the Taurus Mountains, and in front is a wide, clean, blue-flag beach. The green areas and landscaping of the resort are extremely well-maintained and spacious.

The Rixy Kids Club is a true paradise for families with children. It has a very rich kids' club program. The large water park within the hotel was also a favorite among children and teenagers.

The free entry and transfer to The Land of Legends theme park for guests makes the vacation even more attractive, especially for children.

The food quality, variety of ingredients, and presentation at the main restaurant, Turquoise, and the à la carte restaurants are excellent. The presence of an original Starbucks within the resort is a big plus.

Because the resort is very large and has a high bed capacity, there can be significant crowds at the main restaurant, on the pier at the beach, and especially at the Starbucks queue.",2 weeks ago,2026-07-21,,"Dear Guest,

Thank you for your valuable feedback and for choosing Rixos Premium Belek.

We are very pleased to hear your positive comments regarding our hotel's natural location, green spaces, restaurants, Rixy Kids Club, and the facilities we offer. Ensuring our guests have a pleasant experience during both business and leisure stays is of utmost importance to us.

Thank you also for your valuable suggestions and observations. Your feedback is invaluable to us in continuously improving our service quality.

We would be delighted to welcome you back to Rixos Premium Belek.

Sincerely,
Rixos Premium Belek Hotel Management",Local Guide · 317 reviews · 426 photos,Ci9DQUlRQUNvZENodHljRjlvT2s4elRUQTRMVEZyUlVKcFVuTnZlV3hGTmtkMFNXYxAB
Faten A. A. A.,5.0,"My stay at Rixos Premium Antalya was an exceptional experience beyond words 😭 I originally booked two swim-up rooms, but they overwhelmed us with their generosity and sophistication and upgraded us to a stunning, luxurious villa. The …",2 weeks ago,2026-07-21,,,,ChZDSUhNMG9nS0VOSGFzT0d2cXVHQU53EAE
Karan A.,5.0,"Fantastic location, unlimited food and drinks (very delicious), friendly staff, very comfortable rooms, and an endless food buffet.",2 weeks ago,2026-07-21,,,,ChdDSUhNMG9nS0VJT0d3NFd0dnBmVjNnRRAB
fatih koca,5.0,"We planned a 5-night vacation with our family in July 2026. Both the ambiance and the service truly give a premium feel. While the children spent time in the kids' club, we experienced different world cuisines at the à la carte restaurants. The daytime entry to Land of Legends also added excitement to the vacation. Thank you to everyone.

Also, the children had a wonderful time at Rixy Kids. They enjoyed various activities during the day and evening, while also participating in educational workshops. You can entrust your children to them with confidence, as the entire team works with dedication and selflessness.",Edited 2 weeks ago,2026-07-21,,"Dear Fatih Koca,

Thank you very much for your kind review and 5-star rating.

We are delighted that you enjoyed the premium atmosphere, quality of service, the Rixy Kids Club experience, and our à la carte restaurants offering diverse international cuisines at Rixos Premium Belek during your family vacation. We are also pleased to hear that your Land of Legends experience added joy and excitement to your holiday.

Your valuable feedback is a great source of motivation for our team. We would be delighted to welcome you and your family again in the future.

Sincerely,

Rixos Premium Belek Hotel Management",Local Guide · 9 reviews · 23 photos,Ci9DQUlRQUNvZENodHljRjlvT2xkeFYzY3lTM2RIVTNoalprRmxkbkJPVUV4amNXYxAB
caner demirdoven,5.0,"I would like to extend my special thanks to the kind lady working in the seafood section for her attention and hospitality. The service quality was amazing, and she organized a birthday celebration for my 8-year-old daughter after she was impressed by the five birthday celebrations at other tables. Thank you so much, Ms. Nazik…",2 weeks ago,2026-07-21,,"Dear Mr. Caner Demirdöven,

Thank you for your valuable feedback and for choosing Rixos Premium Belek.

We are very pleased that you were satisfied with the attentive and friendly service of Ms. Nazik from our Seafood team. The care shown to make your daughter's birthday celebration a special memory made you happy, and this is very valuable to us.

We will be happy to share your kind words with Ms. Nazik and our team. We look forward to welcoming you and your family again.

Sincerely,
Rixos Premium Belek Hotel Management",Local Guide · 9 reviews,Ci9DQUlRQUNvZENodHljRjlvT25sRVEwVlZNMUZqZUdwR1dGQkxNVWxpUVVwS0xXYxAB
Karan Aydın,5.0,absolutely perfect,2 weeks ago,2026-07-21,,"Dear Karan Aydın,

Thank you for your kind review and for choosing Rixos Premium Belek.

We are extremely pleased to learn that your experience was absolutely perfect. Your valuable feedback is a great source of motivation for us. We look forward to welcoming you back soon.

Sincerely,
Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT25aNldIRm5aVlZ5VkZSWVdub3dlbkJ4WlRoMFZYYxAB
Selin Çınar Ateş,5.0,"We were impressed by the cleanliness of the rooms at this hotel. The food was also excellent, both in terms of taste and variety. The children's play areas were also very pleasing for guests with children.",2 weeks ago,2026-07-21,,"Dear Selin Çınar Ateş,

Thank you for sharing your kind review with us.

We are very pleased that you were satisfied with the cleanliness of our rooms, the delicious and varied cuisine, and our children's play areas. Your valuable feedback is a great source of motivation for our team.

We would be delighted to welcome you and your family back to Rixos Premium Belek.

Sincerely,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2pjd2RVTnNURFpTWmt0QkxVY3libTFqWm1nNFRFRRAB
Jason Chong,5.0,"We had a fantastic holiday at Rixos Premium Belek. The hotel was clean spacious and the pool areas were great, we never had a problem finding a sunbed.

The food choices were excellent, and the à la carte restaurants made a nice change from the buffet.

Land of legends access was a nice addition as we two enjoyable days there with complimentary buses.

Would highly recommend for families with teenagers.",2 weeks ago,2026-07-21,,"Dear Jason Chong,

Thank you for sharing your wonderful experience with us.

We are delighted to hear that you and your family had a fantastic holiday and enjoyed our facilities, culinary experiences, and the added benefit of complimentary access to Land of Legends. It is especially rewarding to know that you would recommend our resort to families with teenagers.

We look forward to welcoming you back to Rixos Premium Belek for another memorable stay.

Warm regards,

Rixos Premium Belek Hotel Management",4 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xCblFYcHZZbVZWTUhaM04xbHhWSHB0U21oMk9GRRAB
Shireen Azzeddin,5.0,"Our stay at Rixos has been exceptional from start to finish, and the experience has exceeded all of our expectations.

A special mention has to go to the Rixy Kids Club, which has been nothing short of outstanding. Our four-year-old daughter has absolutely loved every moment she has spent there. The team are incredibly kind, caring, attentive and genuinely passionate about what they do. From the moment we arrived, they made her feel welcome, safe and excited to join in with the wide range of activities on offer.

The level of care and attention given to each child is truly remarkable. The staff create such a warm, fun and nurturing environment that allows children to build confidence, make friends and create wonderful holiday memories. It is clear that they go above and beyond to ensure every child has an unforgettable experience, and that made a huge difference to our holiday as a family.

The Rixy Kids Club is genuinely second to none and is one of the very best children's clubs we have ever experienced. It is a real credit to the hotel and its fantastic team.

Thank you to everyone at Rixos for making our family holiday so special. We leave with wonderful memories and will most certainly be returning. We would highly recommend this hotel to any family looking for exceptional service and an unforgettable holiday experience.",3 weeks ago,2026-07-14,,"Dear Shireen Azzeddin,

Thank you for your wonderful 5-star review and for your kind words.

We are truly delighted to hear that your family had such a memorable stay and that your daughter enjoyed every moment at the Rixy Kids Club. Your appreciation of our team's dedication and care means a great deal to us, and we will be sure to share your compliments with them.

It was a pleasure to host your family, and we sincerely look forward to welcoming you back to Rixos Premium Belek for another unforgettable holiday.

Warm regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT21VMVdFa3hhRFJ0VHpObWJGbE5NVWxvZG1KNGEzYxAB
Marina Gourgis,5.0,,3 weeks ago,2026-07-14,,"Dear Guest,

Thank you for your wonderful 5-star rating and for choosing Rixos Premium Belek.

We are delighted to know that you had a pleasant stay with us. Your support and kind appreciation mean a great deal to our team.

We look forward to welcoming you back for another memorable holiday.

Warm regards,

Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tKSlJsZFlSek5hU1RSVFMzaHJaRTFrY1d0RE1XYxAB
Rami Hazime,5.0,"Beautiful resort by all means, excellent service, and very friendly staff. The hotel is so beautiful it makes you even think twice before deciding to leave to explore Antalya - they have daily shows at the clubs, for adults as well as for kids so everyone is well entertained. The only drawback I had was that the rooms are small despite the fact that I had taken a suite for me and my family - with that said, overall I would definitely highly recommend it.",3 weeks ago,2026-07-14,,"Dear Rami Hazime,

Thank you for your wonderful 5-star review and for your kind recommendation.

We are delighted to hear that you enjoyed our beautiful resort, the friendly service provided by our team, and the entertainment experiences for both adults and children. Your kind words are truly appreciated and serve as great motivation for all of us.

It was a pleasure to host you and your family, and we look forward to welcoming you back to Rixos Premium Belek for another memorable stay.

Warm regards,

Rixos Premium Belek Hotel Management",Local Guide · 18 reviews,Ci9DQUlRQUNvZENodHljRjlvT21SR1ZIcDVTamhvYjNGS1pHVktPRU5CTUVKVFoyYxAB
Данил,5.0,"Rixy Kids Club made our holiday even better. They had wonderful programs prepared for our children; the mini disco and evening activities were very fun, and they had a friendly team. Thank you for everything!",3 weeks ago,2026-07-14,,"Dear Guest,

Thank you for your wonderful 5-star review.

We are delighted to hear that your children enjoyed the Rixy Kids Club activities and that our team contributed to making your holiday more enjoyable.

We look forward to welcoming you and your family back to Rixos Premium Belek.

Warm regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT21kVFdGOU9iMlkwYzBFd2RsbFJiME52UTE4NVZYYxAB
